prev_log,curr_log,next_log,label
"no gyro selected, using sensor_gyro_fifo:0 4325386","mode: Normal, data rate: 2880 B/s on /dev/ttyS5 @ 57600B","mode: Normal, data rate: 46080 B/s on /dev/ttyS3 @ 921600B",0
logger started (mode=all),"Node ID 1, bitrate 1000000",MAG switch from #0 -> #1,0
DECODED_SIZE:5 SAVED_SIZE:-1,selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',0
u-blox NEO-F9P 1 HW: 00190000 SW: EXT CORE 1.00 (49f616),u-blox supports L5 Band,u-blox NEO-F9P 1 HW: 00190000 SW: EXT CORE 1.00 (49f616),0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-01/08_48_58.ulg,0
Takeoff detected,Landing detected,Disarmed by landing,0
Configured primary gimbal control sysid/compid from 0/0 to 1/1,Configured primary gimbal control sysid/compid from 1/1 to 0/0,Landing detected,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-01/08_40_06.ulg,0
Opened full log file: /fs/microsd/log/2025-08-01/08_40_06.ulg,Disarmed by auto preflight disarming,ACC 0 (4259850) offset committed: [-0.122 0.391 0.294]->[-0.233 0.407 0.317]),0
ACC 0 (4259850) offset committed: [-0.122 0.391 0.294]->[-0.233 0.407 0.317]),"1 (8944643) EST:0 offset: [0.015, 0.161, -0.014]->[0.015, 0.153, -0.014] (full [-0.000, -0.108, 0","1 (8944643) EST:1 offset: [0.015, 0.153, -0.014]->[0.016, 0.147, -0.013] (full [0.050, -0.142, 0.",0
"1 (8944643) EST:0 offset: [0.015, 0.161, -0.014]->[0.015, 0.153, -0.014] (full [-0.000, -0.108, 0","1 (8944643) EST:1 offset: [0.015, 0.153, -0.014]->[0.016, 0.147, -0.013] (full [0.050, -0.142, 0.","closed logfile, bytes written: 580383",0
Preflight Fail: No connection to the ground control station,Preflight Fail: No connection to the ground control station,u-blox firmware version: SPG 4.04,0
Preflight: GPS Horizontal Pos Drift too high,[cal] calibration started: 2 esc,[cal] Connect battery now,0
[cal] Connect battery now,[cal] calibration failed: Timeout waiting for battery,Preflight: GPS Horizontal Pos Drift too high,0
Preflight Fail: No connection to the ground control station,GCS connection regained,Preflight Fail: Attitude failure (roll),0
Preflight Fail: High Accelerometer Bias,Preflight Fail: heading estimate not stable,Preflight Fail: heading estimate not stable,0
Preflight Fail: Attitude failure (roll),Preflight Fail: No connection to the ground control station,GCS connection regained,0
Preflight Fail: heading estimate not stable,Preflight Fail: High Accelerometer Bias,Preflight Fail: heading estimate not stable,0
[logger] /fs/microsd/log/2025-08-07/10_36_05.ulg,Opened full log file: /fs/microsd/log/2025-08-07/10_36_05.ulg,selected parameter default file /fs/mtd_params,0
u-blox module: NEO-M9N,Connection to ground station lost,Preflight Fail: Kill switch engaged,0
"successfully created rt/fmu/out/vehicle_control_mode data writer, topic id: 212","successfully created rt/fmu/out/vehicle_local_position data writer, topic id: 219","successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 224",0
Preflight Fail: height estimate error,Preflight Fail: height estimate not stable,Armed by RC (switch),0
"mode: Normal, data rate: 5760 B/s on /dev/ttyS5 @ 115200B",logger started (mode=all),"Node ID 1, bitrate 1000000",0
"successfully created rt/fmu/out/failsafe_flags data writer, topic id: 80","successfully created rt/fmu/out/position_setpoint_triplet data writer, topic id: 149","successfully created rt/fmu/out/sensor_combined data writer, topic id: 168",0
and broadcast IP: 192.168.1.255,Preflight Fail: No connection to the ground control station,u-blox firmware version: HPG 1.32,0
RC scan: SBUS RC input locked,Preflight Fail: Yaw estimate error,partner IP: 192.168.1.25,0
"BSON document size 4220 bytes, decoded 4220 bytes (INT32:79, FLOAT:122)",selected parameter backup file /fs/microsd/parameters_backup.bson,STATE::RESET completed,0
selected parameter backup file /fs/microsd/parameters_backup.bson,STATE::RESET completed,data manager file '/fs/microsd/dataman' size is 68528 bytes,0
logger started (mode=all),"Node ID 1, bitrate 1000000",with netmask: 255.255.255.0,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/09_26_32.ulg,Opened full log file: /fs/microsd/log/2025-08-07/09_26_32.ulg,0
selected parameter default file /fs/microsd/params,importing from '/fs/microsd/params',"BSON document size 4912 bytes, decoded 4912 bytes (INT32:72, FLOAT:153)",0
Preflight Fail: No connection to the ground control station,Scanning timeout: exiting,u-blox firmware version: SPG 5.10,0
Disarmed by landing,"0 (73233) EST:0 offset: [-0.172, -0.136, 0.036]->[-0.174, -0.130, 0.033] (full [-0.356, 0.356, -0","closed logfile, bytes written: 2801191",0
"0 (73233) EST:0 offset: [-0.172, -0.136, 0.036]->[-0.174, -0.130, 0.033] (full [-0.356, 0.356, -0","closed logfile, bytes written: 2801191",verify: 'MC_PITCHRATE_K' invalid BSON value 0.950 (expected 0.900),0
"0 (73233) EST:0 offset: [-0.174, -0.130, 0.033]->[-0.179, -0.114, 0.028] (full [-0.362, 0.362, -0","0 (73233) EST:1 offset: [-0.179, -0.114, 0.028]->[-0.183, -0.101, 0.026] (full [-0.342, 0.363, -0","closed logfile, bytes written: 7843537",0
selected parameter backup file /fs/microsd/parameters_backup.bson,sbus main...,start,0
start,device = /dev/ttyS3,yz sbus enable,0
device = /dev/ttyS3,yz sbus enable,uart name : /dev/ttyS3,0
yz sbus enable,uart name : /dev/ttyS3,open OK,0
uart name : /dev/ttyS3,open OK,uart fd = 3,0
open OK,uart fd = 3,Parameter PWM_AUX_RATE not found.,0
IO FW CRC match,update init...,ist8310 main start...,0
ist8310 初始化失败!,ist8310 instance is null...,ist8310: no instance started (no device on bus?),0
ist8310: no instance started (no device on bus?),ist8310 main start...,ist8310 初始化败!,0
ist8310 instance is null...,ist8310 初始化失败!,ist8310 instance is null...,0
ist8310 instance is null...,ist8310 初始化失败!,ist8310 instance is null...,0
ist8310 instance is null...,qmc5883 初始化失败!,qmc5883 初始化失败!,0
qmc5883 初始化失败!,qmc5883 初始化失败!,qmc5883 初始化失败!,0
sbus main...,"can't start sbus, it's running",logger started (mode=all),1
Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/09_35_12.ulg,Opened full log file: /fs/microsd/log/2025-08-07/09_35_12.ulg,0
"successfully created rt/fmu/out/timesync_status data writer, topic id: 191","successfully created rt/fmu/out/vehicle_attitude data writer, topic id: 206","successfully created rt/fmu/out/vehicle_control_mode data writer, topic id: 212",0
Using minimum takeoff altitude: 0.50 m,Disarmed by auto preflight disarming,Armed by external command,0
"mode: Onboard, data rate: 46080 B/s on /dev/ttyS4 @ 921600B",Starting CDC/ACM autostart,logger started (mode=all),0
Preflight Fail: height estimate error,Preflight Fail: height estimate not stable,Armed by RC (switch),0
Opened full log file: /fs/microsd/log/2025-08-07/09_23_43.ulg,Disarmed by auto preflight disarming,"closed logfile, bytes written: 517754",0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/09_24_31.ulg,Opened full log file: /fs/microsd/log/2025-08-07/09_24_31.ulg,0
Preflight Fail: Kill switch engaged,Preflight: not enough GPS Satellites,Preflight Fail: Kill switch engaged,0
Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,Preflight Fail: Kill switch engaged,0
"vehicle_command_ack lost, generation 14117 -> 14215","vehicle_command_ack lost, generation 14226 -> 14328","vehicle_command_ack lost, generation 14226 -> 14329",1
"vehicle_command_ack lost, generation 15043 -> 15057","vehicle_command_ack lost, generation 15063 -> 15612","vehicle_command_ack lost, generation 15063 -> 15612",1
[logger] /fs/microsd/log/sess103/log104.ulg,Opened full log file: /fs/microsd/log/sess103/log104.ulg,Takeoff detected,0
Opened full log file: /fs/microsd/log/sess103/log105.ulg,Takeoff detected,Landing detected,0
Opened full log file: /fs/microsd/log/sess103/log106.ulg,Takeoff detected,Disarmed by RC,0
"mode: Normal, data rate: 5760 B/s on /dev/ttyS3 @ 115200B",logger started (mode=all),"Node ID 1, bitrate 1000000",0
Opened full log file: /fs/microsd/log/2021-02-18/23_57_44.ulg,Using minimum takeoff altitude: 0.50 m,Using minimum takeoff altitude: 0.50 m,0
Disarmed by auto preflight disarming,Armed by external command,Using minimum takeoff altitude: 0.50 m,0
"closed logfile, bytes written: 534460",Opened full log file: /fs/microsd/log/2021-02-19/00_05_40.ulg,selected parameter backup file /fs/microsd/parameters_backup.bson,0
Opened full log file: /fs/microsd/log/2025-07-09/08_05_22.ulg,"Low battery level, return advised","Critical battery level, return now",0
"Critical battery level, return now","Dangerous battery level, land now",Disarmed by RC (switch),1
"closed logfile, bytes written: 627429",Armed by RC (switch),Start file log (type: full),0
u-blox protocol version: 32.01,u-blox module: NEO-M9N,Armed by RC (switch),0
Opened full log file: /fs/microsd/log/2025-07-22/10_04_31.ulg,Disarmed by RC (switch),"closed logfile, bytes written: 1084831",0
Takeoff detected,Landing detected,Disarmed by RC (switch),0
[logger] /fs/microsd/log/2025-07-22/10_10_37.ulg,Opened full log file: /fs/microsd/log/2025-07-22/10_10_37.ulg,Takeoff detected,0
Start file log (type: full),[logger] /fs/microsd/log/2025-07-22/10_16_48.ulg,Opened full log file: /fs/microsd/log/2025-07-22/10_16_48.ulg,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/09_50_28.ulg,Opened full log file: /fs/microsd/log/2025-08-07/09_50_28.ulg,0
Opened full log file: /fs/microsd/log/2025-08-07/09_50_28.ulg,Takeoff detected,Landing detected,0
Disarming denied! Not landed,Landing detected,Disarmed by landing,0
data manager file '/fs/microsd/dataman' size is 62560 bytes,IO FW CRC match,sdp3x: no instance started (no device on bus?),0
Preflight Fail: Yaw estimate error,Preflight Fail: heading estimate not stable,Preflight Fail: Yaw estimate error,0
Disarmed by RC (switch),"closed logfile, bytes written: 418661",Preflight Fail: Accel 2 inconsistent - check cal,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/12_00_03.ulg,Opened full log file: /fs/microsd/log/2025-08-06/12_00_03.ulg,0
u-blox module: ZED-F9P,u-blox firmware version: HPG 1.32,u-blox protocol version: 27.31,0
Preflight Fail: heading estimate not stable,Preflight Fail: Yaw estimate error,stat failed read: No such file or directory,0
Disarmed by landing,"closed logfile, bytes written: 5339375",Kill engaged,0
Battery 1: over voltage.,command 207 unsupported,Armed by external command,0
Opened full log file: /fs/microsd/log/2025-08-06/12_00_03.ulg,Using default takeoff altitude: 5.0 m,importing from '/fs/mtd_params',0
Preflight Fail: heading estimate not stable,Preflight Fail: Yaw estimate error,Armed by RC,0
Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/12_53_28.ulg,Opened full log file: /fs/microsd/log/2025-08-07/12_53_28.ulg,0
Already running on bus 4,"mode: Normal, data rate: 10000 B/s on /dev/ttyS5 @ 115200B","mode: Normal, data rate: 10000 B/s on /dev/ttyS3 @ 921600B",0
u-blox protocol version: 32.01,u-blox module: NEO-M9N,Preflight Fail: No connection to the ground control station,0
Preflight Fail: No connection to the ground control station,Preflight Fail: No connection to the ground control station,RC scan: SBUS RC input locked,0
Preflight: GPS PDOP too high,Preflight: GPS Vertical Pos Error too high,Preflight: GPS Horizontal Pos Drift too high,0
ACC 1 (2490378) offset committed: [0.077 -0.006 0.001]->[0.062 0.132 -0.021]),"closed logfile, bytes written: 2179601",Armed by Stick gesture,0
Disarmed by RC (switch),"closed logfile, bytes written: 385591",Battery 1: over voltage.,0
Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,0
Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,0
Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-06/10_40_29.ulg,0
Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,Preflight Fail: velocity estimate error,0
Start file log (type: full),[logger] /fs/microsd/log/sess200/log100.ulg,Opened full log file: /fs/microsd/log/sess200/log100.ulg,0
Armed by RC,Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/09_44_20.ulg,0
Armed by external command,Start file log (type: full),[logger] /fs/microsd/log/2025-08-07/08_01_42.ulg,0
Preflight Fail: Kill switch engaged,Preflight Fail: No connection to the ground control station,Preflight Fail: Kill switch engaged,0
"cmd :6, param1: 53 param2: 165 param3: 0",Armed by RC,open battery charge mos : response success 53,0
"cmd :6, param1: 52 param2: 165 param3: 0",open battery charge mos : response success 52,Armed by RC,0
node spin error -8,node spin error -8,node spin error -8,1
node spin error -8,node spin error -8,node spin error -8,1
node spin error -8,node spin error -8,node spin error -8,1
Opened full log file: /fs/microsd/log/2025-07-31/09_11_16.ulg,selected parameter default file /fs/mtd_params,importing from '/fs/mtd_params',0
Preflight: GPS Horizontal Pos Error too high,Preflight: GPS Horizontal Pos Drift too high,Preflight: GPS Vertical Pos Drift too high,0
Opened full log file: /fs/microsd/log/2025-08-07/07_02_46.ulg,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS6 @ 921600B",init serial /dev/ttyS4 @ 115200 baud,0
Logging FIFO data: increasing task prio and logging rate,Could not find parameter with name BAT4_V_EMPTY,get: param 65535 invalid,1
Preflight: GPS Horizontal Pos Error too high,Preflight Fail: Yaw estimate error,Preflight Fail: horizontal velocity unstable,0
[logger] /fs/microsd/log/2025-08-07/04_25_35.ulg,Opened full log file: /fs/microsd/log/2025-08-07/04_25_35.ulg,u-blox firmware version: HPG 1.50,0
Opened full log file: /fs/microsd/log/2025-08-07/04_42_12.ulg,importing from '/fs/mtd_caldata' failed (-1),selected parameter default file /fs/mtd_params,1
already running,"Mission #3 loaded, 6 WPs, curr: 2","mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B",0
input source changed 0 -> 17,"input source changed to tablet, gcs id:18",Switching to Position is currently not available.,0
Armed by RC,ARM,Start file log (type: full),0
Takeoff to 75.0 meters above home.,DO JUMP repetitions 1 times.,DO JUMP repetitions 1 times.,0
DO JUMP repetitions 1 times.,DO JUMP repetitions 2 times.,DO JUMP repetitions 1 times.,0
gps hgt timeout - reset to baro,gps hgt timeout - reset to baro,gps hgt timeout - reset to baro,0
Kill-switch disengaged,Preflight Fail: height estimate not stable,Kill-switch engaged,0
Preflight: GPS fix too low,GPS 1: probing for NMEA at 230400 baud,GNSS Fix2 msg detected for ch 0; disabling Fix msg for this node,0
GNSS Fix2 msg detected for ch 0; disabling Fix msg for this node,GNSS Fix2 msg detected for ch 1; disabling Fix msg for this node,GPS 1: detected NMEA,0
Preflight: GPS Horizontal Pos Drift too high,"NMEA ""UM982"" ""R4.10Build11826"" ""2023/11/24""",Preflight: GPS Horizontal Pos Drift too high,0
Preflight Fail: velocity estimate error,"closed logfile, bytes written: 2897469",Preflight Fail: velocity estimate error,0
Disarmed by landing,"closed logfile, bytes written: 20534107",Preflight Fail: velocity estimate error,0
/dev/ttyS3 already running,RC scan: SBUS RC input locked,logger started (mode=all),0
Preflight Fail: Strong magnetic interference,Armed by RC,Start file log (type: full),0
Disarmed by landing,"closed logfile, bytes written: 35219886",Preflight Fail: Strong magnetic interference,0
"BSON document size 2836 bytes, decoded 2836 bytes (INT32:62, FLOAT:73)",selected parameter backup file /fs/microsd/parameters_backup.bson,data manager file '/fs/microsd/dataman' size is 68528 bytes,0
"instance: 0, max rate: 100, default: 50, alt: 50","mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B","mode: Normal, data rate: 46080 B/s on /dev/ttyS3 @ 921600B",0
